?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CLO_0009516>	<http://www.w3.org/2000/01/rdf-schema#label>	"V-C89IL2 cell"	
<http://purl.obolibrary.org/obo/CLO_0006731>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1065 cell"	
<http://purl.obolibrary.org/obo/CLO_0000180>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal peripheral vein-derived B cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006555>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL009/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0003770>	<http://www.w3.org/2000/01/rdf-schema#label>	"HK 0-45 cell"	
<http://purl.obolibrary.org/obo/CLO_0006379>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF133/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0003594>	<http://www.w3.org/2000/01/rdf-schema#label>	"H36.12a cell"	
<http://purl.obolibrary.org/obo/CLO_0005122>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF035/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0037421>	<http://www.w3.org/2000/01/rdf-schema#label>	"83 Fibroblast cell"	
<http://purl.obolibrary.org/obo/CLO_0002161>	<http://www.w3.org/2000/01/rdf-schema#label>	"C92 cell"	
<http://purl.obolibrary.org/obo/CLO_0006606>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL018/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0003821>	<http://www.w3.org/2000/01/rdf-schema#label>	"HPVE-26 cell"	
<http://purl.obolibrary.org/obo/CLO_0000682>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human pulmonary vein-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003645>	<http://www.w3.org/2000/01/rdf-schema#label>	"HCC1937 cell"	
<http://purl.obolibrary.org/obo/CLO_0000860>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Yellow baboon skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003469>	<http://www.w3.org/2000/01/rdf-schema#label>	"GE95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002212>	<http://www.w3.org/2000/01/rdf-schema#label>	"C-B95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002036>	<http://www.w3.org/2000/01/rdf-schema#label>	"BSC-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0051282>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0177 cell"	
<http://purl.obolibrary.org/obo/CLO_0000911>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human lymphoid follicle-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000245>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal lymphoid follicle-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000735>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Aotus kidney-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000212>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal dento-alveolar joint-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051333>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0107 cell"	
<http://purl.obolibrary.org/obo/CLO_0051157>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0111 cell"	
<http://purl.obolibrary.org/obo/CLO_0008673>	<http://www.w3.org/2000/01/rdf-schema#label>	"Py 1-18 MuLV cell"	
<http://purl.obolibrary.org/obo/CLO_0008497>	<http://www.w3.org/2000/01/rdf-schema#label>	"PS/2 cell"	
<http://purl.obolibrary.org/obo/CLO_0007240>	<http://www.w3.org/2000/01/rdf-schema#label>	"LAN-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0008900>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ru Ra cell"	
<http://purl.obolibrary.org/obo/CLO_0007064>	<http://www.w3.org/2000/01/rdf-schema#label>	"K6H6/B5 cell"	
<http://purl.obolibrary.org/obo/CLO_0051208>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0336 cell"	
<http://purl.obolibrary.org/obo/CLO_0008724>	<http://www.w3.org/2000/01/rdf-schema#label>	"R95 cell"	
<http://purl.obolibrary.org/obo/CLO_0008548>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-EDS550 cell"	
<http://purl.obolibrary.org/obo/CLO_0005763>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF069/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0005587>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF059/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0007115>	<http://www.w3.org/2000/01/rdf-schema#label>	"KMP cell"	
<http://purl.obolibrary.org/obo/CLO_0004330>	<http://www.w3.org/2000/01/rdf-schema#label>	"IB4 cell"	
<http://purl.obolibrary.org/obo/CLO_0004154>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 846.T cell"	
<http://purl.obolibrary.org/obo/CLO_0005814>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF073/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0001193>	<http://www.w3.org/2000/01/rdf-schema#label>	"20H11 cell"	
<http://purl.obolibrary.org/obo/CLO_0005638>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF062/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0002853>	<http://www.w3.org/2000/01/rdf-schema#label>	"E.Derm cell"	
<http://purl.obolibrary.org/obo/CLO_0000961>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal horse dermis-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000801>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human placenta-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0002677>	<http://www.w3.org/2000/01/rdf-schema#label>	"D341 Med cell"	
<http://purl.obolibrary.org/obo/CLO_0000517>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human brain-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004205>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 899(C).T cell"	
<http://purl.obolibrary.org/obo/CLO_0001420>	<http://www.w3.org/2000/01/rdf-schema#label>	"559/64-D 100, 10, 1 cell"	
<http://purl.obolibrary.org/obo/CLO_0004029>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 618.T cell"	
<http://purl.obolibrary.org/obo/CLO_0001244>	<http://www.w3.org/2000/01/rdf-schema#label>	"2B5.3 cell"	
<http://purl.obolibrary.org/obo/CLO_0002904>	<http://www.w3.org/2000/01/rdf-schema#label>	"EIII cell"	
<http://purl.obolibrary.org/obo/CLO_0050490>	<http://www.w3.org/2000/01/rdf-schema#label>	"GMC0032 cell"	
<http://purl.obolibrary.org/obo/CLO_0001068>	<http://www.w3.org/2000/01/rdf-schema#label>	"130-3-F7-5 cell"	
<http://purl.obolibrary.org/obo/CLO_0000219>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal lung-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0002728>	<http://www.w3.org/2000/01/rdf-schema#label>	"DCi96 cell"	
<http://purl.obolibrary.org/obo/CLO_0037240>	<http://www.w3.org/2000/01/rdf-schema#label>	"MCF10A-Er-Src cell"@en	
<http://purl.obolibrary.org/obo/CLO_0037239>	<http://www.w3.org/2000/01/rdf-schema#label>	"MCF 10A-derived cell"@en	
<http://purl.obolibrary.org/obo/CLO_0037064>	<http://www.w3.org/2000/01/rdf-schema#label>	"SU-DHL-8 cell"	
<http://purl.obolibrary.org/obo/CLO_0009182>	<http://www.w3.org/2000/01/rdf-schema#label>	"SW 1088 cell"	
<http://purl.obolibrary.org/obo/CLO_0000720>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse thyrotroph cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000062>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal thyrotroph cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050541>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0164 cell"	
<http://purl.obolibrary.org/obo/CLO_0001119>	<http://www.w3.org/2000/01/rdf-schema#label>	"16-3-1N cell"	
<http://purl.obolibrary.org/obo/CLO_0000544>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human leg-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000246>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal leg-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050365>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2367 cell"	
<http://purl.obolibrary.org/obo/CLO_0007881>	<http://www.w3.org/2000/01/rdf-schema#label>	"MSV.B cell"	
<http://purl.obolibrary.org/obo/CLO_0000368>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal sternum-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050189>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2926 cell"	
<http://purl.obolibrary.org/obo/CLO_0037115>	<http://www.w3.org/2000/01/rdf-schema#label>	"MPP-89 cell"	
<http://purl.obolibrary.org/obo/CLO_0009233>	<http://www.w3.org/2000/01/rdf-schema#label>	"SYF cell"	
<http://purl.obolibrary.org/obo/CLO_0000476>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal dog thoracic aorta-derived smooth muscle cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0009057>	<http://www.w3.org/2000/01/rdf-schema#label>	"SK-N-FI cell"	
<http://purl.obolibrary.org/obo/CLO_0006272>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF113/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0050416>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0733 cell"	
<http://purl.obolibrary.org/obo/CLO_0007932>	<http://www.w3.org/2000/01/rdf-schema#label>	"NA C 1300 clone cell"	
<http://purl.obolibrary.org/obo/CLO_0000591>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse brain-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006096>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF095/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0000419>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Angolan colobus skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0007756>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM16.Ov cell"	
<http://purl.obolibrary.org/obo/CLO_0000545>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse female gonad-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000440>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human organism part-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004971>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF028/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0000427>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal chimpanzee skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004795>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF020/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0009108>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sol8 cell"	
<http://purl.obolibrary.org/obo/CLO_0006323>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF122/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0000414>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal black lemur skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006147>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF099/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0003362>	<http://www.w3.org/2000/01/rdf-schema#label>	"FL88 cell"	
<http://purl.obolibrary.org/obo/CLO_0007807>	<http://www.w3.org/2000/01/rdf-schema#label>	"MN-11 cell"	
<http://purl.obolibrary.org/obo/CLO_0003186>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 5 cell"	
<http://purl.obolibrary.org/obo/CLO_0004846>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF022/98 cell"	
<http://purl.obolibrary.org/obo/CLO_0001885>	<http://www.w3.org/2000/01/rdf-schema#label>	"BBM.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003413>	<http://www.w3.org/2000/01/rdf-schema#label>	"G cell"	
<http://purl.obolibrary.org/obo/CLO_0000487>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal rat prostate gland-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003237>	<http://www.w3.org/2000/01/rdf-schema#label>	"FHCR-1-2075/FH4 cell"	
<http://purl.obolibrary.org/obo/CLO_0001936>	<http://www.w3.org/2000/01/rdf-schema#label>	"BF-11 cell"	
<http://purl.obolibrary.org/obo/CLO_0051050>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0005 cell"	
<http://purl.obolibrary.org/obo/CLO_0008390>	<http://www.w3.org/2000/01/rdf-schema#label>	"PC 61 5.3 cell"	
<http://purl.obolibrary.org/obo/CLO_0000034>	<http://www.w3.org/2000/01/rdf-schema#label>	"clusters in suspension cell line culturing"	
<http://purl.obolibrary.org/obo/CLO_0009874>	<http://www.w3.org/2000/01/rdf-schema#label>	"G-292 Clone A141B1 cell"	
<http://purl.obolibrary.org/obo/CLO_0051101>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0074 cell"	
<http://purl.obolibrary.org/obo/CLO_0009698>	<http://www.w3.org/2000/01/rdf-schema#label>	"XTK1 cell"	
<http://purl.obolibrary.org/obo/CLO_0000874>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Syrian golden hamster skin-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0008441>	<http://www.w3.org/2000/01/rdf-schema#label>	"PHL cell"	
<http://purl.obolibrary.org/obo/CLO_0000743>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Pacific herring larva-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0008265>	<http://www.w3.org/2000/01/rdf-schema#label>	"OMK (637-69) cell"	
<http://purl.obolibrary.org/obo/CLO_0005480>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF052/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0009925>	<http://www.w3.org/2000/01/rdf-schema#label>	"BOKU cell"	
<http://purl.obolibrary.org/obo/CLO_0000816>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human cervix-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0008089>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H460 cell"	
<http://purl.obolibrary.org/obo/CLO_0009749>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse rectum-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000305>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal rectum-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006964>	<http://www.w3.org/2000/01/rdf-schema#label>	"IPLB-Ld-65z cell"	
<http://purl.obolibrary.org/obo/CLO_0000812>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal gypsy moth female gonad-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0006788>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1370 cell"	
<http://purl.obolibrary.org/obo/CLO_0008316>	<http://www.w3.org/2000/01/rdf-schema#label>	"P3 8D2 (SCRF 43.1) cell"	
<http://purl.obolibrary.org/obo/CLO_0005531>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF055/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0005355>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF046/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0002570>	<http://www.w3.org/2000/01/rdf-schema#label>	"COLO-206F cell"	
<http://purl.obolibrary.org/obo/CLO_0000513>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human colon-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000825>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal moustached monkey skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0005179>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF038/88 cell"	
<http://purl.obolibrary.org/obo/CLO_0002394>	<http://www.w3.org/2000/01/rdf-schema#label>	"CF96P cell"	
<http://purl.obolibrary.org/obo/CLO_0006839>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-694 cell"	
<http://purl.obolibrary.org/obo/CLO_0003878>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 202.Sp cell"	
<http://purl.obolibrary.org/obo/CLO_0000579>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human spleen-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0005406>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF049/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0002621>	<http://www.w3.org/2000/01/rdf-schema#label>	"CS1PV cell"	
<http://purl.obolibrary.org/obo/CLO_0002445>	<http://www.w3.org/2000/01/rdf-schema#label>	"CHO30PV cell"	
<http://purl.obolibrary.org/obo/CLO_0002269>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1092Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0001012>	<http://www.w3.org/2000/01/rdf-schema#label>	"2211 cell"	
<http://purl.obolibrary.org/obo/CLO_0003929>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 350.T cell"	
<http://purl.obolibrary.org/obo/CLO_0000968>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal Gorilla blood cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000149>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal blood cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000261>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal ear-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000161>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050082>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2292 cell"	
<http://purl.obolibrary.org/obo/CLO_0000085>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal stellate cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051566>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0441 cell"	
<http://purl.obolibrary.org/obo/CLO_0000901>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human tongue-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000312>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal adrenal gland-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000213>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mixed endoderm/mesoderm-derived structure-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050133>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2218 cell"	
<http://purl.obolibrary.org/obo/CLO_0000136>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal stratified squamous epithelial cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0000140>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal stratified epithelial cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0007473>	<http://www.w3.org/2000/01/rdf-schema#label>	"M-2E6 cell"	
<http://purl.obolibrary.org/obo/CLO_0009001>	<http://www.w3.org/2000/01/rdf-schema#label>	"SGS/3A cell"	
<http://purl.obolibrary.org/obo/CLO_0051617>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0187 cell"	
<http://purl.obolibrary.org/obo/CLO_0007297>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-DR92a cell"	
<http://purl.obolibrary.org/obo/CLO_0006040>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF090/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0008957>	<http://www.w3.org/2000/01/rdf-schema#label>	"SC-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0007700>	<http://www.w3.org/2000/01/rdf-schema#label>	"M-G89 cell"	
<http://purl.obolibrary.org/obo/CLO_0005996>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF086/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0050008>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2351 cell"	
<http://purl.obolibrary.org/obo/CLO_0007524>	<http://www.w3.org/2000/01/rdf-schema#label>	"mAb35 cell"	
<http://purl.obolibrary.org/obo/CLO_0007348>	<http://www.w3.org/2000/01/rdf-schema#label>	"LM 7 cell"	
<http://purl.obolibrary.org/obo/CLO_0004563>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF009/93 cell"	
<http://purl.obolibrary.org/obo/CLO_0000794>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal gray-cheeked mangabey skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004387>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF001/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0003130>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 144 cell"	
<http://purl.obolibrary.org/obo/CLO_0000248>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal testis-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004614>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF012/77 cell"	
<http://purl.obolibrary.org/obo/CLO_0000405>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal pig-tailed macaque skin-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0004438>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF003/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0001653>	<http://www.w3.org/2000/01/rdf-schema#label>	"ACH1P cell"	
<http://purl.obolibrary.org/obo/CLO_0001477>	<http://www.w3.org/2000/01/rdf-schema#label>	"745C2 cell"	
<http://purl.obolibrary.org/obo/CLO_0000701>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal mouse blood cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003005>	<http://www.w3.org/2000/01/rdf-schema#label>	"FB3.Thy cell"	
<http://purl.obolibrary.org/obo/CLO_0001704>	<http://www.w3.org/2000/01/rdf-schema#label>	"AL/N cell"	
<http://purl.obolibrary.org/obo/CLO_0009591>	<http://www.w3.org/2000/01/rdf-schema#label>	"WI 38 cell"	
<http://purl.obolibrary.org/obo/CLO_0050950>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0662 cell"	
